codigo_material_recibido,cantidad_actual
EBJ62510101-2512090003,320
EBJ62510101-2512090002,320
EBJ62510101-2512090001,320
EBJ62510101-2512080028,320
EBJ62510101-2512080027,320
EBJ62510101-2512080026,320
EBJ62510101-2512080025,320
EBJ62510101-2512080006,320
EBJ62510101-2512080004,320
EBJ62510101-2512080005,320
EBJ62510101-2512080003,320
EBJ62510101-2512080002,320
EBJ62510101-2512080001,320
EBJ62510101-2512040002,320
EBJ62510101-2512040001,320
EBJ64230902-2601060010,300
EBJ64230902-2601060009,300
EBJ64230902-2601060008,300
EBJ64230902-2601060007,300
EBJ64230902-2601060006,300
EBJ64230902-2601060005,300
EBJ64230902-2601060004,300
EBJ64230902-2601060003,300
EBJ64230902-2601060002,300
EBJ64230902-2601060001,300
EBJ64230902-2512230009,300
EBJ64230902-2512230008,300
EBJ64230902-2512230007,300
EBJ64230902-2512230006,300
EBJ64230902-2512230005,300
EBJ64230902-2512230004,300
EBJ64230902-2512230003,300
EBJ64230902-2512230002,300
EBJ64230902-2512230001,300
EBJ64230902-2512160012,300
EBJ64230902-2512160011,300
EBJ64230902-2512160010,300
EBJ64230902-2512160009,300
EBJ64230902-2512160004,300
EBJ64230902-2512160003,300
EBJ64230902-2512160002,300
EBJ64230902-2512160001,300
EBJ64230902-2512120020,300
EBJ64230902-2512120019,300
EBJ64230902-2512120018,300
EBJ64230902-2512120017,300
EBJ64230902-2512120016,300
EBJ64230902-2512120015,300
EBJ64230902-2512120014,300
EBJ64230902-2512120013,300
EBJ64230902-2512120012,300
EBJ64230902-2512120009,300
EBJ64230902-2512120004,300
EBJ64230902-2512120003,300
EBJ64230902-2512080012,300
EBJ64230902-2512080011,300
EBJ64230902-2512080010,300
EBJ64230902-2512080009,300
EBJ64230902-2512080008,300
EBJ64230902-2512080007,300
EBJ64230902-2512080006,300
EBJ64230902-2512080005,300
EBJ64230902-2512080004,300
EBJ64230902-2512080003,300
EBJ64230902-2512080002,300
EBJ64230902-2512080001,300
EBJ64230902-2512030014,300
EBJ64230902-2512030013,300
EBJ64230902-2512030012,300
EBJ64230902-2512030011,300
EBJ64230902-2512030010,300
EBJ64230902-2512030009,300
EBJ64230902-2512030008,300
EBJ64230902-2512030007,300
EBJ64230902-2512030006,300
EBJ64230902-2512030005,300
EBJ64230902-2512030004,300
EBJ64230902-2512030003,300
EBJ64230902-2512030002,300
EBJ64230902-2512030001,300
EBJ64230902-2511250008,300
EBJ64230902-2511250007,300
EBJ64230902-2511250006,300
EBJ64230902-2511250005,300
EBJ64230902-2511100008,300
EBJ64230902-2511100007,300
EBJ64230902-2511100006,300
EBJ64230902-2511100005,300
EBJ64230902-2511100004,300
EBJ64230902-2511100003,300
EBJ64230902-2511100002,300
EBJ64230902-2509100007,300
EBJ64230902-2509100018,300
EBJ64230902-2509100014,300
EBJ64230902-2509100017,300
EBJ64230902-2509100006,300
EBJ64230902-2509100009,300
EBJ64230902-2509100019,300
EBJ64230902-2509100020,300
EBJ64230902-2510080061,300
EBJ64230902-2510080062,300
EBJ64230902-2510080060,300
EBJ64230902-2509260015,300
EBJ64230902-2509260016,300
EBJ64230902-2509260014,300
EBJ64230902-2509180027,300
EBJ64230902-2509260013,300
EBJ64230902-2509180028,300
EBJ64230902-2509180025,300
EBJ64230902-2509180026,300
EBJ64230902-2508270002,300
MCR63407315-2511110036,100
MCR63407315-2511110035,100
MCR63407315-2511110034,100
MCR63407315-2511110033,100
MCR63407315-2511110032,100
MCR63407315-2511110031,100
MCR63407315-2511110030,100
MCR63407315-2511110029,100
MCR63407315-2511110028,100
MCR63407315-2511110027,100
MCR63407315-2511110026,100
MCR63407315-2511110025,100
MCR63407315-2511110024,100
MCR63407315-2511110023,100
MCR63407315-2511110022,100
MCR63407315-2511110021,100
MCR63407315-2511110020,100
MCR63407315-2511110018,100
MCR63407315-2511110019,100
MCR63407315-2511110017,100
MCR63407315-2511110016,100
MCR63407315-2511110015,100
MCR63407315-2511110014,100
MCR63407315-2511110013,100
MCR63407315-2511110012,100
MCR63407315-2511110008,100
MCR63407315-2511110007,100
MCR63407315-2508140030,100
MCR63407315-2508140028,100
MCR63407315-2508140027,100
MCR63407315-2508140026,100
MCR63407315-2508140025,100
MCR66966259-2510240040,50
MCR66966259-2510240039,50
MCR66966259-2510240038,50
MCR66966259-2510240037,50
MCR66966259-2510240036,50
MCR66966259-2510240035,50
MCR66966259-2510240034,50
MCR66966259-2510240033,50
MCR66966259-2510240032,50
MCR66966259-2510240031,50
MCR66966259-2510240030,50
MCR66966259-2510240029,50
MCR66966259-2510240028,50
MCR66966259-2510240027,50
MCR66966259-2510240026,50
MCR66966259-2510240025,50
MCR66966259-2510240024,50
MCR66966259-2510240023,50
MCR66966259-2510240022,50
MCR66966259-2510240021,50
MCR66966259-2510240020,50
MCR66966259-2510240019,50
MCR66966259-2510240018,50
MCR66966259-2510240017,50
MCR66966259-2510240016,50
MCR66966259-2510240015,50
MCR66966259-2510240014,50
MCR66966259-2510240013,50
MCR66966259-2510240012,50
MCR66966259-2510240011,50
MCR66966259-2510240010,50
MCR66966259-2510240009,50
MCR66966259-2510240008,50
MCR66966259-2510240007,50
MCR66966259-2510240006,50
MCR66966259-2510240005,50
MCR66966259-2510240004,50
MCR66966259-2510240003,50
MCR66966259-2510240002,50
MCR66966259-2510240001,50
MCR66966259-2509260009,50
MCR66966259-2509260010,50
MCR66966259-2509260004,50
MCR66966259-2509260005,50
MCR66966259-2509260006,50
MCR66966259-2509260007,50
MCR66966259-2509260012,50
MCR66966259-2509260001,50
MCR66966259-2509260002,50
MCR66966259-2509260003,50
MCR66966259-2509260055,50
MCR66966259-2509260054,50
MCR66966259-2509260053,50
MCR66966259-2509260052,50
MCR66966259-2509260050,50
MCR66966259-2509260051,50
MCR66966259-2509260046,50
MCR66966259-2509260047,50
MCR66966259-2509260048,50
MCR66966259-2509260049,50
MCR66966259-2509260045,50
MCR66966259-2509260040,50
MCR66966259-2509260041,50
MCR66966259-2509260036,50
MCR66966259-2509260043,50
MCR66966259-2509260042,50
MCR66966259-2509260044,50
MCR66966259-2509260031,50
MCR66966259-2509260032,50
MCR66966259-2509260033,50
MCR66966259-2509260034,50
MCR66966259-2509260030,50
MCR66966259-2509260029,50
MCR66966259-2509260028,50
MCR66966259-2509260027,50
MCR66966259-2509260023,50
MCR66966259-2509260024,50
MCR66966259-2509260020,50
MCR66966259-2509260026,50
MCR66966259-2509260022,50
MCR66966259-2509260019,50
MCR66966259-2509260025,50
MCR66966259-2509260017,50
MCR66966259-2509260018,50
MCR66966259-2509260015,50
MCR66966259-2509260016,50
MCR66966259-2509260014,50
MCR66966259-2509260013,50
MCR66966259-2509270036,50
MCR68420505-2501300001,35
MCR66966275-2508260002,100
MCR66966275-2508260003,100
MCR66966275-2508260005,100
MCR66966276-2505130009,100
MCR66966276-2505130010,100
MCR66966276-2505130011,100
MCR66966276-2505130012,100
MCR66966285-2512220030,100
MCR66966285-2512220029,100
MCR66966285-2512220028,100
MCR66966285-2512220027,100
MCR66966285-2512220026,100
MCR66966285-2512220025,100
MCR66966285-2512220024,100
MCR66966285-2512220023,100
MCR66966285-2512220022,100
MCR66966285-2512220021,100
MCR66966285-2512220020,100
MCR66966285-2512220019,100
MCR66966285-2512220018,100
MCR66966285-2512220017,100
MCR66966285-2512220016,100
MCR66966285-2512220015,100
MCR66966285-2512220014,100
MCR66966285-2512220013,100
MCR66966285-2512220012,100
MCR66966285-2512220011,100
MCR66966285-2512220010,100
MCR66966285-2512220009,100
MCR66966285-2512220008,100
MCR66966285-2512220007,100
MCR66966285-2512220006,100
MCR66966285-2512220005,100
MCR66966285-2512220004,100
MCR66966285-2512220003,100
MCR66966285-2512220002,100
MCR66966285-2512220001,100
MCR66966285-2508120022,50
MCR66966285-2508120026,50
MCR66966285-2508120018,50
MCR66966285-2508120021,50
MCR66966285-2508120025,50
MCR66966285-2508120017,50
MCR66966285-2509090025,50
MCR66966285-2509090022,50
MCR66966285-2509090021,50
MCR66966285-2509090062,50
MCR66966285-2509090063,50
MCR66966285-2509090064,50
MCR66966285-2508150024,50
MCR66966285-2508150025,50
MCR66966285-2508150026,50
MCR66966285-2508150019,50
MCR66966285-2508150032,50
MCR66966285-2508150021,50
MCR66966285-2508150022,50
MCR66966285-2508150023,50
MCR66966285-2508150018,50
MCR66966285-2508150030,50
MCR66966285-2508150017,50
MCR66966285-2508150031,50
MCR66966285-2509090002,50
MCR66966285-2508150011,50
MCR66966285-2508150016,50
MCR66966285-2508150015,50
MCR66966285-2508120008,50
MCR66966285-2508120012,50
MCR66966285-2508120016,50
MCR66966285-2508120004,50
MCR66966285-2508120003,50
MCR66966285-2508120015,50
MCR66966285-2508120011,50
MCR66966285-2508120007,50
MCR66966285-2508120009,50
MCR66966285-2508120006,50
MCR66966285-2508120014,50
MCR66966285-2508120002,50
MCR66966285-2508120010,50
MCR66966285-2508120005,50
MCR66966285-2508120013,50
MCR66966285-2508120001,50
MCR68420530-2507150006,100
MCR68420530-2507150010,78
MCR68420534-2412090001,100
MCR68420538-2512120012,100
MCR68420538-2512120011,100
MCR68420538-2512120010,100
MCR68420538-2512120009,100
MCR68420538-2512120008,100
MCR68420538-2512120007,100
MCR68420538-2512120006,100
MCR68420538-2512120005,100
MCR68420538-2512120004,100
MCR68420538-2512120003,100
MCR68420538-2512120002,100
MCR68420538-2512120001,65
MCR68420538-2512080047,118
MCR68420538-2512080046,100
MCR68420538-2512080045,100
MCR68420538-2512080044,100
MCR68420538-2512080043,100
MCR68420538-2512080042,100
MCR68420538-2512080041,100
MCR68420538-2512080040,100
MCR68420538-2512080039,100
MCR68420538-2512080032,100
MCR68420538-2512080031,100
MCR68420538-2512080030,100
MCR68420538-2512080029,100
MCR68420538-2512080028,100
MCR68420538-2512080027,100
MCR68420538-2512080026,100
MCR68420538-2512080025,100
MCR68420538-2512080024,100
MCR68420538-2512080023,100
MCR68420538-2512080022,100
MCR68420538-2512080021,100
MCR68420538-2512080020,100
MCR68420538-2512080004,100
MCR68420538-2512080003,100
MCR68420538-2512080002,100
MCR68420538-2512080001,100
MCR68420538-2511250024,100
MCR68420538-2511250023,100
MCR68420538-2511250022,100
MCR68420538-2511250021,100
MCR68420538-2511250020,100
MCR68420538-2511250019,100
MCR68420538-2511250018,100
MCR68420538-2511250017,100
MCR68420538-2511250016,100
MCR68420538-2511250015,100
MCR68420538-2511250014,100
MCR68420538-2511250013,100
MCR68420538-2511250011,100
MCR68420538-2511250007,100
MCR68420538-2511150012,100
MCR68420538-2511150011,100
MCR68420538-2511150010,100
MCR68420538-2511150009,100
MCR68420538-2511150008,100
MCR68420538-2511150007,100
MCR68420538-2511150006,100
MCR68420538-2511150005,100
MCR68420538-2511150004,100
MCR68420538-2511150003,100
MCR68420538-2511150002,100
MCR68420538-2511150001,100
MCR68420538-2511060019,100
MCR68420538-2511060018,100
MCR68420538-2511060017,100
MCR68420538-2511060016,100
MCR68420538-2511060014,100
MCR68420538-2511060013,100
MCR68420538-2511060012,100
MCR68420538-2511060009,100
MCR68420538-2511060008,100
MCR68420538-2511060007,100
MCR68420538-2511060006,100
MCR68420538-2511060003,100
MCR68420538-2511060001,73
MCR68420538-2511040001,35
MCR68420548-2510010002,100
MCR68420548-2510010001,72
MCR68420548-2507300012,100
MCR68420548-2507300011,100
MCR68420548-2507300010,100
MCR68420548-2507300009,100
MCR68420548-2507300008,100
MCR68420548-2507300007,100
MCR68420548-2507300006,100
MCR68420548-2507300005,100
MCR68420548-2507300004,100
MCR68420548-2507300003,100
MCR68420548-2507300002,100
MCR68420548-2507300001,80
MCR68420548-2507140008,69
MCR68420548-2503060013,100
MCR68420548-2503060012,100
MCR68420548-2503060011,100
MCR68420548-2503060010,100
MCR68420549-2509020001,53
MCR68420549-2509110006,59
MCR68420549-2509110004,100
MCR68420549-2509110003,100
MCR68420549-2509020010,100
MCR68420549-2509020009,100
MCR68420549-2509020008,100
MCR68420549-2509020012,100
MCR68420549-2509020006,100
MCR68420549-2509020005,100
MCR68420549-2509020004,100
MCR68420549-2509020003,100
MCR68420549-2509020002,100
MCR68420549-2509020007,100
MCR68420549-2509020013,100
MCR68420549-2509020011,100
MCR68420549-2508280007,52
MCR68420549-2508280006,100
MCR68420549-2508280005,100
MCR68420549-2508280004,100
MCR68420549-2508280003,100
MCR68420549-2508280002,100
MCR68420549-2508280001,100
MCR68420550-2512160006,100
MCR68420550-2512160005,100
MCR68420550-2512160004,100
MCR68420550-2512160003,100
MCR68420550-2512160002,100
MCR68420550-2512160001,99
MCR68420550-2512110012,100
MCR68420550-2512110011,100
MCR68420550-2512110010,100
MCR68420550-2512110009,100
MCR68420550-2512110008,100
MCR68420550-2512110007,100
MCR68420550-2512110006,100
MCR68420550-2512110005,100
MCR68420550-2512110003,100
MCR68420550-2512110004,100
MCR68420550-2512110002,100
MCR68420550-2512110001,49
MCR68420550-2511070013,100
MCR68420550-2511070012,100
MCR68420550-2511070011,100
MCR68420550-2511070010,100
MCR68420550-2511070009,100
MCR68420550-2511070008,100
MCR68420550-2511070007,100
MCR68420550-2511070006,100
MCR68420550-2511070001,120
MCR68420558-2503060002,100
MCR68420558-2503060003,100
MCR68420558-2503060008,100
MCR68420558-2503060007,100
MCR68420558-2503060006,100
MCR68420558-2503060001,86
MCR68420560-2601020008,100
MCR68420560-2601020007,100
MCR68420560-2601020006,100
MCR68420560-2601020005,100
MCR68420560-2601020004,100
MCR68420560-2601020003,100
MCR68420560-2601020002,100
MCR68420560-2601020001,37
MCR68420560-2512120020,100
MCR68420560-2512120018,100
MCR68420560-2512120019,100
MCR68420560-2512120017,100
MCR68420560-2512120016,100
MCR68420560-2512120001,84
MCR68420551-2406170001,96
MCR68420561-2412190004,79
MCR68420561-2508050012,100
MCR68420561-2508050014,100
MCR68420561-2508050008,100
MCR68420561-2508050007,100
MCR68420561-2508050003,100
MCR68420561-2508050002,100
MCR68420561-2508050015,100
MCR68420561-2508050013,100
MCR68420561-2508050011,100
MCR68420561-2508050009,100
MCR68420561-2508050006,100
MCR68420561-2508050005,100
MCR68420561-2508050004,100
MCR68420561-2412190007,100
MCR68420561-2412190006,100
MCR68420561-2412190008,100
MCR68420552-2506020008,100
MCR68420552-2506020007,100
MCR68420552-2506020006,100
MCR68420552-2506020005,100
MCR68420552-2506020004,100
MCR68420552-2506020003,100
MCR68420552-2506020001,88
MCR68420552-2503060001,64
MCR68420574-2512260024,100
MCR68420574-2512260023,100
MCR68420574-2512260001,41
MCR68420553-2505230003,100
MCR68420553-2503140008,100
MCR68420553-2505230006,100
MCR68420553-2505230005,100
MCR68420553-2505230004,100
MCR68420553-2506090016,100
MCR68420553-2506090015,100
MCR68420553-2506090014,100
MCR68420553-2506090013,100
MCR68420553-2506090012,100
MCR68420553-2506090011,100
MCR68420553-2506090009,100
MCR68420553-2506090010,100
MCR68420553-2506090008,100
MCR68420553-2506090007,100
MCR68420553-2506090006,100
MCR68420553-2506090005,100
MCR68420553-2506090004,100
MCR68420553-2506090003,100
MCR68420553-2506090002,100
MCR68420553-2506090001,80
MCR68420553-2505230016,100
MCR68420553-2505230014,100
MCR68420553-2505230015,100
MCR68420553-2505230013,100
MCR68420553-2505230012,100
MCR68420553-2505230011,100
MCR68420553-2505230009,100
MCR68420553-2505230010,100
MCR68420553-2505230008,100
MCR68420553-2505230002,100
MCR68420553-2505230001,60
MCR68420554-2503060015,100
MCR68420554-2503060014,100
MCR68420554-2503060012,100
MCR68420554-2503060013,100
MCR68420554-2503060011,100
MCR68420554-2503060010,100
MCR68420554-2503060009,100
MCR68420554-2503060008,100
MCR68420554-2503060007,100
MCR68420554-2503060006,100
MCR68420554-2503060005,100
MCR68420554-2503060004,100
MCR68420554-2503060003,100
MCR68420554-2503060002,100
MCR68420554-2503060001,100
MCR68420554-2409090002,100
MCR68420554-2409090003,100
MCR68420554-2409090004,100
MCR68420555-2406170001,99
MCR68420555-2410040001,56
MCR68420555-2410040009,100
MCR68420555-2410040010,100
MCR68420555-2410040008,100
MCR68420555-2410040007,100
MCR68420555-2410040006,100
MCR68420555-2410040005,100
MCR68420555-2410040004,100
MCR68420555-2410040015,100
MCR68420555-2410040014,100
MCR68420555-2410040013,100
MCR68420555-2410040012,100
MCR68420555-2410040011,100
MCR68420555-2410040003,100
MCR68420555-2410040002,100
MCR68420575-2511250012,100
MCR68420575-2511250011,100
MCR68420575-2511250010,100
MCR68420575-2511250009,100
MCR68420575-2511250008,100
MCR68420575-2511250007,100
MCR68420575-2511250006,100
MCR68420575-2511250005,100
MCR68420575-2511250004,100
MCR68420575-2511250003,100
MCR68420575-2511250002,100
MCR68420575-2511250001,98
MCR68420575-2510280004,100
MCR68420575-2510280003,100
MCR68420575-2510280001,84
MCR68420575-2508050001,63
MCR68420557-2412190008,100
MCR68420557-2501100003,100
MCR68420557-2501100004,100
MCR68420557-2501100005,100
MCR68420557-2501100006,100
MCR68420557-2501100007,100
MCR68420557-2501100009,100
MCR68420557-2501100010,100
MCR68420557-2501100011,100
MCR68420557-2501100012,100
MCR68420557-2501100013,100
MCR68420557-2501100014,100
MCR68420557-2501100015,100
MCR68420557-2501100016,100
MCR68420596-2512230096,100
MCR68420596-2512230095,100
MCR68420596-2512230094,100
MCR68420596-2512230093,100
MCR68420596-2512230092,100
MCR68420596-2512230091,100
MCR68420596-2512230090,100
MCR68420596-2512230089,100
MCR68420596-2512230088,100
MCR68420596-2512230087,100
MCR68420596-2512230086,100
MCR68420596-2512230085,100
MCR68420596-2512230084,100
MCR68420596-2512230083,100
MCR68420596-2512230082,100
MCR68420596-2512230081,100
MCR68420596-2512230080,100
MCR68420596-2512230079,100
MCR68420596-2512230078,100
MCR68420596-2512230077,100
MCR68420596-2512230076,100
MCR68420596-2512230075,100
MCR68420596-2512230074,100
MCR68420596-2512230073,100
MCR68420596-2512230072,100
MCR68420596-2512230071,100
MCR68420596-2512230070,100
MCR68420596-2512230069,100
MCR68420596-2512230068,100
MCR68420596-2512230067,100
MCR68420596-2512230066,100
MCR68420596-2512230065,100
MCR68420596-2512230064,100
MCR68420596-2512230063,100
MCR68420596-2512230062,100
MCR68420596-2512230061,100
MCR68420596-2512230060,100
MCR68420596-2512230059,100
MCR68420596-2512230058,100
MCR68420596-2512230057,100
MCR68420596-2512230056,100
MCR68420596-2512230055,100
MCR68420596-2512230054,100
MCR68420596-2512230053,100
MCR68420596-2512230052,100
MCR68420596-2512230051,100
MCR68420596-2512230050,100
MCR68420596-2512230049,40
MCR68420596-2512160014,100
MCR68420596-2512160013,100
MCR68420596-2512160012,100
MCR68420596-2512160011,100
MCR68420596-2512160010,100
MCR68420596-2512160008,100
MCR68420596-2512160007,100
MCR68420596-2512160006,100
MCR68420596-2512160005,100
MCR68420596-2512160004,100
MCR68420596-2512160001,27
MCR68420596-2512050001,31
MCR68420596-2505140011,100
MCR68420596-2510160014,100
MCR68420596-2510160016,100
MCR68420596-2510160025,100
MCR68420596-2510160024,100
MCR68420596-2510160023,100
MCR68420596-2510160026,100
MCR68420596-2510160027,100
MCR68420596-2510160028,100
MCR68420596-2510160013,100
MCR68420596-2510160015,100
MCR68420596-2510160022,100
MCR68420596-2510160021,100
MCR68420596-2510160020,100
MCR68420596-2510160011,100
MCR68420596-2510160012,100
MCR68420596-2510160005,100
MCR68420596-2510160006,100
MCR68420596-2510160004,100
MCR68420596-2507300001,60
MCR68420596-2511070001,68
MCR68420599-2512160016,100
MCR68420599-2512160015,100
MCR68420599-2512160014,100
MCR68420599-2512160013,100
MCR68420599-2512160012,100
MCR68420599-2512160011,100
MCR68420599-2512160010,100
MCR68420599-2512160009,100
MCR68420599-2512160008,100
MCR68420599-2512160007,100
MCR68420599-2512160006,100
MCR68420599-2512160005,100
MCR68420599-2512160004,100
MCR68420599-2512160003,100
MCR68420599-2512160002,100
MCR68420599-2512160001,63
MCR68420599-2512110012,100
MCR68420599-2512110011,100
MCR68420599-2512110010,100
MCR68420599-2512110009,100
MCR68420599-2512110008,100
MCR68420599-2512110007,100
MCR68420599-2512110006,100
MCR68420599-2512110001,100
MCR68420599-2512090017,51
MCR68420599-2512090016,100
MCR68420599-2512090013,100
MCR68420599-2512090014,100
MCR68420599-2512090012,100
MCR68420599-2512090011,100
MCR68420599-2512090010,100
MCR68420599-2512090009,100
MCR68420599-2512090008,100
MCR68420599-2512090007,100
MCR68420599-2512090005,100
MCR68420599-2512090006,100
MCR68420599-2512090004,100
MCR68420599-2512090003,100
MCR68420599-2512090002,100
MCR68420599-2512090001,100
MCR68420599-2504080001,75
MCR68420599-2506020025,62
MCR68420599-2506260008,82
MCR68420599-2505160001,100
MCR68420599-2505160002,100
MCR68420599-2504250003,100
MCR68420599-2504250006,100
MCR68420599-2507140009,100
MCR68420599-2507140016,100
MCR68420599-2507140022,100
MCR68420599-2507140021,100
MCR68420599-2507140020,100
MCR68420599-2507140015,100
MCR68420599-2507140010,100
MCR68420599-2507140019,100
MCR68420599-2507140018,100
MCR68420599-2507140017,100
MCR68420599-2507140013,100
MCR68420599-2507140012,100
MCR68420599-2507140014,100
MCR68420599-2507140011,100
MCR68420599-2506020022,100
MCR68420567-2412090007,100
MCR68420567-2412170003,100
MCR68420567-2412170004,100
MCR68420567-2412170005,100
MCR68420567-2412170006,100
MCR68420567-2412170007,100
MCR68420567-2412170008,100
MCR68504105-2512230015,100
MCR68504105-2512230014,100
MCR68504105-2512230013,100
MCR68504105-2512230012,100
MCR68504105-2512230011,100
MCR68504105-2512230010,100
MCR68504105-2512230009,100
MCR68504105-2512230001,62
MCR68504105-2512120007,100
MCR68504105-2512120006,100
MCR68504105-2512120005,100
MCR68504105-2512120004,100
MCR68504105-2512120003,100
MCR68504105-2512120002,100
MCR68504105-2507300001,9
MCR68504105-2508120001,79
MCR68504105-2508120002,100
MCR68504105-2507300005,100
MCR68504105-2507090001,100
MCR68504105-2507300003,100
MCR68504105-2507300002,100
MCR68504105-2508120009,100
MCR68504105-2508120013,100
MCR68504105-2508120012,100
MCR68504105-2508120011,100
MCR68504105-2508120010,100
MCR68504105-2508120004,100
MCR68504105-2508120008,100
MCR68504105-2508120007,100
MCR68504105-2508120006,100
MCR68504105-2508120005,100
MCR68420571-2412090001,43
MCR66966260-2508050011,50
MCR66966260-2508050012,50
MCR66966260-2508050006,50
MCR66966260-2508050007,50
MCR66966260-2508050005,50
MCR66966260-2508150012,50
MCR66966260-2508150011,50
MCR66966260-2508150010,50
MCR66966260-2508150001,50
MCR66966260-2508150009,50
MCR66966260-2508150008,50
MCR66966260-2508150007,50
MCR66966260-2508150002,50
MCR66966260-2508150006,50
MCR66966260-2508150005,50
MCR66966260-2508150004,50
MCR66966260-2508150003,50
MCR66966260-2508050013,50
MCR66966260-2508050017,50
MCR66966260-2508050010,50
MCR66966260-2508050004,50
MCR66966260-2506030020,50
MCR66966260-2508120009,50
MCR66966260-2508120010,50
MCR66966260-2508120011,50
MCR66966260-2508120012,50
MCR66966260-2508120008,50
MCR66966260-2508120007,50
MCR66966260-2508120006,50
MCR66966260-2508120005,50
MCR66966260-2506030019,50
MCR66966260-2508120004,50
MCR66966260-2508120003,50
MCR66966260-2508120002,50
MCR66966260-2508120001,50
MCR66966260-2506030018,50
MCR66966260-2506030017,50
MCR66966260-2506030012,50
MCR66966260-2506030011,50
MCR66966260-2506030006,50
MCR66966260-2506030016,50
MCR68420582-2507030008,106
MCR68420582-2507030005,100
MCR68420582-2507030004,100
MCR68420582-2506260005,100
MCR68420582-2507030003,100
MCR68420582-2506260007,100
MCR68420582-2507030002,100
MCR68420582-2508180005,100
MCR68420585-2601020020,100
MCR68420585-2601020019,100
MCR68420585-2601020018,100
MCR68420585-2601020017,100
MCR68420585-2601020016,100
MCR68420585-2601020015,100
MCR68420585-2601020014,100
MCR68420585-2601020013,100
MCR68420585-2601020012,100
MCR68420585-2601020011,100
MCR68420585-2601020010,100
MCR68420585-2601020009,100
MCR68420585-2601020008,100
MCR68420585-2601020007,100
MCR68420585-2601020006,100
MCR68420585-2601020005,100
MCR68420585-2601020004,100
MCR68420585-2601020003,100
MCR68420585-2601020002,100
MCR68420585-2601020001,40
MCR68420585-2512150011,100
MCR68420585-2512150010,100
MCR68420585-2512150009,100
MCR68420585-2512150008,100
MCR68420585-2512150007,100
MCR68420585-2512150006,100
MCR68420585-2512150005,100
MCR68420585-2512150004,100
MCR68420585-2512150003,100
MCR68420585-2512150002,100
MCR68420585-2512150001,33
MCR68420589-2408260001,87
MCR68420589-2408260003,100
MCR68420586-2511060020,100
MCR68420586-2511060019,100
MCR68420586-2511060018,100
MCR68420586-2511060017,100
MCR68420586-2511060016,100
MCR68420586-2511060015,100
MCR68420586-2511060014,100
MCR68420586-2511060013,100
MCR68420586-2511060012,100
MCR68420586-2511060011,100
MCR68420586-2511060010,100
MCR68420586-2511060009,100
MCR68420586-2511060001,35
MCR68420586-2510010022,100
MCR68420586-2510160015,100
MCR68420586-2510160014,100
MCR68420586-2510160011,100
MCR68420586-2510160012,100
MCR68420586-2510160010,100
MCR68420586-2510160006,100
MCR68420586-2510160007,100
MCR68420586-2510160008,100
MCR68420586-2510160009,100
MCR68420586-2510160005,100
MCR68420586-2510160004,100
MCR68420586-2510160003,100
MCR68420586-2510160001,67
MCR68420586-2510160002,100
MCR68420586-2506210005,100
MCR68420586-2506210003,100
MCR68420586-2506210004,100
MCR68420586-2509220001,100
MCR68420586-2506210002,100
MCR68420586-2510160022,100
MCR68420586-2510160023,100
MCR68420586-2510160027,100
MCR68420586-2510160026,100
MCR68420586-2510160025,100
MCR68420586-2510160024,100
MCR68420586-2510160016,100
MCR68420586-2510160017,100
MCR68420586-2510160018,100
MCR68420586-2510160019,100
MCR68420586-2510160020,100
MCR68420586-2510160021,100
MCR68420598-2509120008,93
MCR68420598-2509120007,100
MCR68420598-2509120006,100
MCR68420598-2509120005,100
MCR68420598-2509120004,100
MCR68420598-2509120003,100
MCR68420598-2509120002,100
MCR68420598-2509120001,100
MCR68420598-2506060008,100
MCR68420598-2506060006,100
MCR68420598-2506060007,100
MCR68420598-2506060005,100
MCR68420598-2506060004,100
MCR68420598-2506060003,100
MCR68420598-2506060002,100
MCR68420598-2506060001,96
MCR68420598-2412090009,100
MCR68420598-2412090010,100
MCR68420588-2512150012,100
MCR68420588-2512150011,100
MCR68420588-2512150010,100
MCR68420588-2512150008,100
MCR68420588-2512150009,100
MCR68420588-2512150007,100
MCR68420588-2512150006,100
MCR68420588-2512150005,100
MCR68420588-2512150004,100
MCR68420588-2512150003,100
MCR68420588-2512150002,100
MCR68420588-2512150001,100
MCR68420588-2512080012,100
MCR68420588-2512080011,100
MCR68420588-2512080010,100
MCR68420588-2512080009,100
MCR68420588-2512080008,100
MCR68420588-2512080007,100
MCR68420588-2512080006,100
MCR68420588-2512080005,100
MCR68420588-2512080004,100
MCR68420588-2512080003,100
MCR68420588-2512080002,100
MCR68420588-2512080001,100
MCR68420588-2508300001,85
MCR68420588-2510010004,100
MCR68420588-2510010007,100
MCR68420588-2510010006,100
MCR68420588-2510010005,100
MCR68420588-2510010003,100
MCR68420588-2510010012,100
MCR68420588-2510010011,100
MCR68420588-2510010010,100
MCR68420588-2510010009,100
MCR68420588-2510010008,100
MCR68420588-2509020001,100
MCR68420588-2509020006,100
MCR68420588-2509020007,100
MCR68420588-2509020005,100
MCR68420588-2509020004,100
MCR68420588-2509020008,100
MCR68420588-2509020012,100
MCR68420588-2509020011,100
MCR68420588-2509020010,100
MCR68420588-2509020009,100
MCR68420588-2511040007,100
MCR68420588-2511040006,100
MCR68420588-2511040005,100
MCR68420588-2511040004,100
MCR68420588-2511040003,100
MCR68420588-2511040002,100
MCR68420588-2511040001,34
MCR68420588-2510160002,100
MCR68420588-2510160006,100
